Date,Open,High,Low,Close,Adj Close,Volume
2019-01-17,8868.099609,8939.099609,8850.599609,8908.599609,8908.599609,152919300
2019-01-18,8962.299805,9080.799805,8950.900391,9069.099609,9069.099609,203550000
2019-01-21,9064.799805,9070.599609,9033.200195,9053.799805,9053.799805,90493500
2019-01-22,9009.000000,9055.599609,9001.099609,9037.500000,9037.500000,143279700
2019-01-23,9011.900391,9169.700195,9006.400391,9128.799805,9128.799805,135905300
2019-01-24,9150.000000,9205.400391,9088.000000,9150.000000,9150.000000,163420400
2019-01-25,9206.900391,9225.400391,9164.599609,9185.200195,9185.200195,161488700
2019-01-28,9149.500000,9181.500000,9048.900391,9062.400391,9062.400391,134493400
2019-01-29,9064.599609,9163.799805,9034.099609,9119.099609,9119.099609,144375500
2019-01-30,9123.900391,9142.099609,9034.099609,9071.500000,9071.500000,154213400
2019-01-31,9103.799805,9117.099609,8981.700195,9056.700195,9056.700195,222886900
2019-02-01,9058.599609,9078.700195,8942.400391,9019.400391,9019.400391,286844600
2019-02-04,9015.299805,9036.000000,8905.799805,8975.200195,8975.200195,221478000
2019-02-05,8982.000000,9092.000000,8949.200195,9092.000000,9092.000000,210161400
2019-02-06,9070.400391,9113.700195,9055.799805,9100.900391,9100.900391,149917800
2019-02-07,9062.400391,9098.400391,8938.299805,8938.299805,8938.299805,178617900
2019-02-08,8915.400391,8928.400391,8826.500000,8856.799805,8856.799805,165209900
2019-02-11,8905.099609,8974.799805,8893.099609,8936.400391,8936.400391,132243300
2019-02-12,8989.500000,9032.299805,8961.400391,8983.099609,8983.099609,138794100
2019-02-13,8993.299805,9015.599609,8956.900391,8982.400391,8982.400391,155297300
2019-02-14,9035.700195,9038.000000,8943.900391,8952.500000,8952.500000,169672900
2019-02-15,8953.400391,9134.799805,8918.500000,9123.200195,9123.200195,208112700
2019-02-18,9134.599609,9174.700195,9123.599609,9155.500000,9155.500000,115182800
2019-02-19,9152.099609,9187.599609,9096.099609,9136.400391,9136.400391,117857500
2019-02-20,9156.799805,9189.700195,9148.700195,9181.099609,9181.099609,130317300
2019-02-21,9202.500000,9224.700195,9162.900391,9191.200195,9191.200195,137605200
2019-02-22,9184.700195,9238.900391,9175.299805,9204.599609,9204.599609,131199600
2019-02-25,9244.200195,9261.400391,9198.799805,9204.299805,9204.299805,131229800
2019-02-26,9172.000000,9235.799805,9141.799805,9227.200195,9227.200195,127095100
2019-02-27,9206.200195,9226.200195,9160.900391,9211.700195,9211.700195,174514400
2019-02-28,9166.299805,9293.099609,9141.000000,9277.700195,9277.700195,260630500
2019-03-01,9313.500000,9361.400391,9267.700195,9267.700195,9267.700195,167873400
2019-03-04,9309.299805,9322.000000,9248.000000,9259.799805,9259.799805,112921800
2019-03-05,9255.700195,9298.700195,9204.299805,9258.200195,9258.200195,140185000
2019-03-06,9243.099609,9344.599609,9235.400391,9296.700195,9296.700195,140841100
2019-03-07,9301.000000,9366.700195,9216.099609,9249.900391,9249.900391,253052000
2019-03-08,9173.200195,9205.500000,9110.500000,9129.299805,9129.299805,197951600
2019-03-11,9157.700195,9181.700195,9106.799805,9171.900391,9171.900391,129690000
2019-03-12,9206.900391,9213.799805,9137.200195,9161.700195,9161.700195,144895900
2019-03-13,9134.700195,9202.700195,9123.000000,9192.700195,9192.700195,162606600
2019-03-14,9193.700195,9283.900391,9192.099609,9209.799805,9209.799805,155127700
2019-03-15,9219.500000,9342.200195,9216.099609,9342.200195,9342.200195,372906700
2019-03-18,9350.799805,9418.799805,9343.900391,9409.099609,9409.099609,152580300
2019-03-19,9428.400391,9532.900391,9417.900391,9492.299805,9492.299805,150401500
2019-03-20,9467.700195,9509.200195,9405.599609,9405.599609,9405.599609,138666600
2019-03-21,9387.400391,9397.599609,9326.200195,9355.599609,9355.599609,179840500
2019-03-22,9394.599609,9395.200195,9188.299805,9199.400391,9199.400391,216682000
2019-03-25,9159.400391,9232.799805,9127.299805,9179.900391,9179.900391,169093200
2019-03-26,9189.700195,9211.700195,9151.500000,9183.099609,9183.099609,168850600
2019-03-27,9194.799805,9323.500000,9146.099609,9229.900391,9229.900391,239047700
2019-03-28,9214.099609,9245.599609,9170.400391,9174.700195,9174.700195,153242700
2019-03-29,9226.500000,9273.799805,9190.500000,9240.299805,9240.299805,181744200
2019-04-01,9304.799805,9355.200195,9269.700195,9341.700195,9341.700195,200871300
2019-04-02,9356.700195,9400.700195,9322.900391,9363.500000,9363.500000,152284200
2019-04-03,9457.099609,9491.200195,9436.500000,9487.799805,9487.799805,173813100
2019-04-04,9488.900391,9551.500000,9472.000000,9534.099609,9534.099609,164758800
2019-04-05,9542.400391,9553.599609,9476.500000,9510.299805,9510.299805,178692100
2019-04-08,9483.400391,9495.099609,9425.200195,9437.700195,9437.700195,121814500
2019-04-09,9428.299805,9511.200195,9388.299805,9407.799805,9407.799805,137599800
2019-04-10,9423.500000,9467.500000,9395.200195,9406.500000,9406.500000,152200600
2019-04-11,9423.099609,9468.700195,9372.299805,9445.400391,9445.400391,178531100
2019-04-12,9441.299805,9509.200195,9390.200195,9468.500000,9468.500000,212327200
2019-04-15,9488.099609,9528.400391,9468.099609,9497.099609,9497.099609,156927200
2019-04-16,9492.400391,9543.700195,9462.900391,9497.299805,9497.299805,140510300
2019-04-17,9486.000000,9580.599609,9460.500000,9549.799805,9549.799805,193154800
2019-04-18,9553.700195,9581.900391,9480.000000,9581.900391,9581.900391,165266400
2019-04-23,9586.000000,9588.200195,9492.200195,9527.200195,9527.200195,159546500
2019-04-24,9506.299805,9525.200195,9427.400391,9456.400391,9456.400391,157933200
2019-04-25,9450.799805,9503.799805,9421.299805,9501.200195,9501.200195,147415600
2019-04-26,9512.099609,9527.400391,9448.799805,9506.000000,9506.000000,153319300
2019-04-29,9435.299805,9517.200195,9414.400391,9517.200195,9517.200195,146296500
2019-04-30,9497.299805,9570.599609,9455.500000,9570.599609,9570.599609,186881700
2019-05-02,9545.500000,9559.700195,9412.200195,9418.200195,9418.200195,205611000
2019-05-03,9427.900391,9450.700195,9388.700195,9409.599609,9409.599609,126736800
2019-05-06,9259.000000,9347.200195,9236.299805,9331.000000,9331.000000,121602300
2019-05-07,9332.900391,9404.599609,9221.000000,9235.099609,9235.099609,199265700
2019-05-08,9233.900391,9261.200195,9158.299805,9227.000000,9227.000000,185752600
2019-05-09,9162.099609,9184.799805,9079.799805,9095.200195,9095.200195,166997800
2019-05-10,9149.400391,9179.400391,9099.099609,9117.500000,9117.500000,147760300
2019-05-13,9127.599609,9127.599609,9025.700195,9046.799805,9046.799805,147442300
2019-05-14,9078.200195,9127.599609,9053.599609,9127.599609,9127.599609,139675700
2019-05-15,9143.000000,9177.099609,9061.900391,9177.099609,9177.099609,143425500
2019-05-16,9161.400391,9304.299805,9136.700195,9304.299805,9304.299805,157566000
2019-05-17,9278.700195,9321.599609,9223.099609,9280.099609,9280.099609,159798300
2019-05-20,9286.000000,9334.900391,9177.900391,9199.700195,9199.700195,153317000
2019-05-21,9229.000000,9255.000000,9185.200195,9239.099609,9239.099609,131576400
2019-05-22,9232.299805,9288.700195,9182.500000,9232.200195,9232.200195,146552900
2019-05-23,9170.700195,9186.700195,9098.400391,9114.000000,9114.000000,161094300
2019-05-24,9150.299805,9211.099609,9141.400391,9174.599609,9174.599609,121673100
2019-05-27,9225.900391,9294.599609,9204.700195,9216.400391,9216.400391,60178000
2019-05-28,9220.400391,9224.900391,9132.900391,9191.799805,9191.799805,218900800
2019-05-29,9113.200195,9116.700195,9035.099609,9080.500000,9080.500000,148987100
2019-05-30,9120.799805,9175.200195,9114.099609,9157.799805,9157.799805,101389200
2019-05-31,9054.900391,9074.000000,8959.500000,9004.200195,9004.200195,208657500
2019-06-03,8945.700195,9022.799805,8903.099609,9022.799805,9022.799805,156185500
2019-06-04,8972.700195,9138.500000,8964.200195,9117.599609,9117.599609,197017100
2019-06-05,9136.799805,9173.400391,9095.000000,9150.500000,9150.500000,158753000
2019-06-06,9169.200195,9246.200195,9136.700195,9169.200195,9169.200195,212720900
2019-06-07,9186.700195,9261.400391,9185.700195,9236.099609,9236.099609,150664700
2019-06-10,9284.200195,9302.200195,9248.099609,9294.099609,9294.099609,102323700
2019-06-11,9288.599609,9332.500000,9273.400391,9282.099609,9282.099609,144701200
2019-06-12,9244.400391,9274.599609,9223.099609,9238.500000,9238.500000,145203300
2019-06-13,9227.599609,9301.700195,9208.799805,9247.099609,9247.099609,126134300
2019-06-14,9233.799805,9244.700195,9169.299805,9194.200195,9194.200195,114978600
2019-06-17,9199.599609,9205.099609,9127.900391,9131.700195,9131.700195,118121500
2019-06-18,9112.900391,9253.400391,9060.400391,9240.700195,9240.700195,200005900
2019-06-19,9257.299805,9263.299805,9192.400391,9231.200195,9231.200195,180123200
2019-06-20,9272.099609,9292.700195,9204.799805,9208.500000,9208.500000,208459300
2019-06-21,9228.200195,9297.700195,9209.299805,9227.200195,9227.200195,332946000
2019-06-24,9230.000000,9285.400391,9173.299805,9192.500000,9192.500000,121857400
2019-06-25,9165.299805,9173.200195,9120.700195,9159.799805,9159.799805,147680800
2019-06-26,9162.299805,9220.700195,9142.400391,9157.400391,9157.400391,147062800
2019-06-27,9168.000000,9196.799805,9125.799805,9147.799805,9147.799805,137193400
2019-06-28,9148.799805,9216.299805,9118.500000,9198.799805,9198.799805,152187200
2019-07-01,9290.299805,9314.299805,9217.500000,9264.599609,9264.599609,150272600
2019-07-02,9284.000000,9298.400391,9223.400391,9281.500000,9281.500000,126162300
2019-07-03,9290.500000,9407.500000,9277.099609,9394.400391,9394.400391,135394000
2019-07-04,9371.000000,9402.400391,9355.200195,9401.000000,9401.000000,159068600
2019-07-05,9391.700195,9417.799805,9314.200195,9335.000000,9335.000000,165025000
2019-07-08,9303.299805,9340.200195,9268.900391,9284.700195,9284.700195,141917000
2019-07-09,9258.700195,9273.900391,9227.599609,9273.900391,9273.900391,137948800
2019-07-10,9241.299805,9299.599609,9218.299805,9252.900391,9252.900391,140842800
2019-07-11,9268.200195,9300.400391,9230.799805,9280.299805,9280.299805,110811300
2019-07-12,9284.700195,9318.700195,9281.700195,9293.200195,9293.200195,117153600
2019-07-15,9313.200195,9355.299805,9280.099609,9323.599609,9323.599609,115955100
2019-07-16,9326.000000,9393.900391,9316.299805,9377.099609,9377.099609,125329000
2019-07-17,9359.099609,9363.099609,9277.099609,9284.200195,9284.200195,141211100
2019-07-18,9198.500000,9258.900391,9180.500000,9225.700195,9225.700195,155709800
2019-07-19,9263.099609,9289.400391,9152.900391,9170.500000,9170.500000,167669600
2019-07-22,9172.599609,9194.799805,9137.400391,9163.500000,9163.500000,131493500
2019-07-23,9224.099609,9299.000000,9210.900391,9281.599609,9281.599609,157246300
2019-07-24,9287.400391,9341.299805,9269.500000,9329.700195,9329.700195,142611300
2019-07-25,9354.599609,9453.000000,9232.000000,9289.900391,9289.900391,209481800
2019-07-26,9281.099609,9290.200195,9204.900391,9225.500000,9225.500000,220713700
2019-07-29,9201.299805,9257.400391,9194.400391,9215.400391,9215.400391,143203100
2019-07-30,9216.400391,9216.400391,8957.000000,8986.599609,8986.599609,229899500
2019-07-31,8993.599609,9002.299805,8946.700195,8971.000000,8971.000000,175707000
2019-08-01,8947.599609,9038.200195,8939.400391,9038.200195,9038.200195,148850400
2019-08-02,8905.700195,8997.000000,8870.700195,8897.599609,8897.599609,236593200
2019-08-05,8824.000000,8864.500000,8753.000000,8777.200195,8777.200195,182745400
2019-08-06,8774.599609,8820.900391,8699.400391,8699.400391,8699.400391,177519500
2019-08-07,8743.700195,8820.700195,8679.799805,8746.099609,8746.099609,175612000
2019-08-08,8828.799805,8869.000000,8790.500000,8869.000000,8869.000000,161818100
2019-08-09,8814.099609,8825.599609,8740.299805,8757.799805,8757.799805,157538800
2019-08-12,8796.900391,8811.000000,8675.799805,8676.400391,8676.400391,141735900
2019-08-13,8628.200195,8782.000000,8610.200195,8695.099609,8695.099609,200738700
2019-08-14,8684.000000,8684.000000,8497.900391,8522.700195,8522.700195,193781300
2019-08-15,8551.099609,8566.000000,8409.200195,8519.000000,8519.000000,186021200
2019-08-16,8530.000000,8670.700195,8530.000000,8670.400391,8670.400391,307070400
2019-08-19,8726.900391,8774.400391,8702.700195,8733.299805,8733.299805,149328300
2019-08-20,8707.099609,8727.599609,8618.299805,8618.299805,8618.299805,0
2019-08-21,8645.900391,8722.900391,8644.299805,8701.500000,8701.500000,109016400
2019-08-22,8684.400391,8806.400391,8675.599609,8716.400391,8716.400391,143420500
2019-08-23,8764.400391,8782.599609,8649.500000,8649.500000,8649.500000,133607400
2019-08-26,8603.299805,8702.000000,8592.200195,8679.200195,8679.200195,86668500
2019-08-27,8682.200195,8767.900391,8662.099609,8728.900391,8728.900391,156833800
2019-08-28,8711.500000,8753.799805,8678.900391,8747.099609,8747.099609,107404400
2019-08-29,8728.200195,8841.099609,8725.900391,8794.299805,8794.299805,142695300
2019-08-30,8809.099609,8858.799805,8797.099609,8812.900391,8812.900391,146442000
2019-09-02,8810.799805,8858.400391,8804.900391,8815.500000,8815.500000,97947400
2019-09-03,8806.799805,8828.799805,8772.799805,8809.200195,8809.200195,158817500
2019-09-04,8872.299805,8904.500000,8856.599609,8856.599609,8856.599609,169520500
2019-09-05,8913.000000,8995.400391,8908.099609,8992.700195,8992.700195,215605500
2019-09-06,8992.799805,9025.900391,8958.599609,8990.099609,8990.099609,168793800
2019-09-09,8997.700195,9026.299805,8987.599609,9010.599609,9010.599609,179010000
2019-09-10,9007.400391,9088.099609,8947.700195,9078.200195,9078.200195,265631700
2019-09-11,9109.299805,9124.000000,9029.400391,9059.500000,9059.500000,212019200
2019-09-12,9078.099609,9112.900391,8994.299805,9082.299805,9082.299805,231323500
2019-09-13,9099.799805,9153.500000,9084.299805,9137.900391,9137.900391,226196600
2019-09-16,9099.900391,9101.200195,9049.000000,9052.000000,9052.000000,174344900
2019-09-17,9050.599609,9052.099609,8975.799805,9004.200195,9004.200195,221426400
2019-09-18,9016.500000,9049.700195,8963.799805,9031.700195,9031.700195,182235100
2019-09-19,9043.099609,9138.500000,9027.799805,9136.000000,9136.000000,168884400
2019-09-20,9137.000000,9210.900391,9132.200195,9179.000000,9179.000000,405543700
2019-09-23,9154.900391,9168.299805,9055.900391,9093.599609,9093.599609,161360300
2019-09-24,9116.099609,9154.200195,9103.799805,9118.200195,9118.200195,139483100
2019-09-25,9087.200195,9119.200195,9000.900391,9085.299805,9085.299805,148045500
2019-09-26,9064.599609,9143.000000,9061.400391,9129.700195,9129.700195,132267400
2019-09-27,9149.700195,9210.500000,9131.000000,9184.099609,9184.099609,127034300
2019-09-30,9194.799805,9257.299805,9189.599609,9244.599609,9244.599609,177878400
2019-10-01,9277.000000,9298.799805,9165.099609,9165.900391,9165.900391,150847200
2019-10-02,9150.099609,9157.099609,8912.200195,8912.200195,8912.200195,193947900
2019-10-03,8935.799805,8971.400391,8850.599609,8902.200195,8902.200195,152587800
2019-10-04,8944.200195,8961.799805,8858.599609,8961.799805,8961.799805,148747800
2019-10-07,8954.700195,9046.299805,8930.400391,9044.099609,9044.099609,131080300
2019-10-08,9066.500000,9071.500000,8900.799805,8940.099609,8940.099609,140370600
2019-10-09,8952.700195,9035.599609,8934.200195,8991.900391,8991.900391,103638000
2019-10-10,8997.400391,9112.200195,8970.299805,9104.400391,9104.400391,156096600
2019-10-11,9112.900391,9273.799805,9104.799805,9273.799805,9273.799805,248406500
2019-10-14,9229.200195,9247.599609,9195.200195,9246.500000,9246.500000,125125400
2019-10-15,9292.000000,9370.299805,9278.299805,9356.099609,9356.099609,191056900
2019-10-16,9346.500000,9398.599609,9288.200195,9386.700195,9386.700195,205491300
2019-10-17,9360.900391,9494.500000,9340.000000,9340.000000,9340.000000,195287100
2019-10-18,9310.299805,9362.200195,9307.599609,9329.799805,9329.799805,150240700
2019-10-21,9350.299805,9424.299805,9342.099609,9402.299805,9402.299805,167986800
2019-10-22,9393.299805,9417.400391,9344.599609,9380.200195,9380.200195,139500300
2019-10-23,9339.299805,9392.299805,9332.400391,9385.000000,9385.000000,146308800
2019-10-24,9413.500000,9448.000000,9378.599609,9391.799805,9391.799805,157225400
2019-10-25,9409.900391,9433.299805,9381.099609,9430.200195,9430.200195,124881200
2019-10-28,9432.299805,9455.599609,9394.599609,9433.000000,9433.000000,123721700
2019-10-29,9440.700195,9445.500000,9362.200195,9400.099609,9400.099609,155531300
2019-10-30,9384.500000,9386.599609,9219.700195,9284.500000,9284.500000,192868000
2019-10-31,9296.299805,9305.299805,9208.900391,9257.500000,9257.500000,227115200
2019-11-01,9293.099609,9343.099609,9252.799805,9328.000000,9328.000000,160721600
2019-11-04,9376.500000,9439.000000,9354.299805,9416.400391,9416.400391,180099600
2019-11-05,9424.200195,9432.299805,9373.799805,9407.900391,9407.900391,218124200
2019-11-06,9407.299805,9443.900391,9360.900391,9398.400391,9398.400391,173974000
2019-11-07,9435.400391,9482.500000,9409.599609,9447.299805,9447.299805,190107600
2019-11-08,9418.500000,9436.099609,9369.700195,9393.700195,9393.700195,182548400
2019-11-11,9370.299805,9400.400391,9334.400391,9388.500000,9388.500000,153710200
2019-11-12,9427.799805,9436.799805,9306.700195,9306.700195,9306.700195,182145300
2019-11-13,9270.200195,9270.200195,9132.799805,9194.500000,9194.500000,246050000
2019-11-14,9203.099609,9216.900391,9170.299805,9173.299805,9173.299805,154125900
2019-11-15,9222.099609,9273.299805,9186.900391,9261.400391,9261.400391,161258700
2019-11-18,9265.099609,9293.099609,9213.000000,9258.000000,9258.000000,135267700
2019-11-19,9288.000000,9327.500000,9234.400391,9259.200195,9259.200195,121796100
2019-11-20,9223.700195,9240.400391,9165.400391,9225.400391,9225.400391,139899200
2019-11-21,9175.099609,9223.099609,9152.099609,9214.000000,9214.000000,142003800
2019-11-22,9238.500000,9295.500000,9229.700195,9254.700195,9254.700195,173881100
2019-11-25,9300.000000,9340.299805,9292.299805,9319.900391,9319.900391,128376200
2019-11-26,9323.599609,9329.700195,9288.200195,9324.799805,9324.799805,214687000
2019-11-27,9353.500000,9388.700195,9333.400391,9362.700195,9362.700195,135045800
2019-11-28,9353.599609,9373.099609,9343.799805,9359.000000,9359.000000,107163700
2019-11-29,9334.500000,9404.500000,9312.500000,9352.000000,9352.000000,140835600
2019-12-02,9367.200195,9390.900391,9146.599609,9156.299805,9156.299805,200666300
2019-12-03,9176.799805,9209.799805,9110.099609,9135.700195,9135.700195,162636000
2019-12-04,9146.200195,9277.599609,9144.799805,9270.799805,9270.799805,152240500
2019-12-05,9284.299805,9325.799805,9243.400391,9243.400391,9243.400391,120855300
2019-12-06,9267.299805,9395.400391,9247.700195,9382.700195,9382.700195,125323400
2019-12-09,9378.200195,9403.500000,9354.599609,9354.599609,9354.599609,106942600
2019-12-10,9355.599609,9355.700195,9246.099609,9321.099609,9321.099609,136834300
2019-12-11,9315.400391,9421.500000,9300.299805,9392.500000,9392.500000,145840600
2019-12-12,9416.299805,9505.599609,9370.000000,9468.500000,9468.500000,213476500
2019-12-13,9598.200195,9650.900391,9554.099609,9563.700195,9563.700195,261410400
2019-12-16,9607.900391,9692.400391,9599.700195,9680.599609,9680.599609,163326900
2019-12-17,9630.700195,9652.400391,9608.099609,9615.900391,9615.900391,157680000
2019-12-18,9606.099609,9659.200195,9606.099609,9621.799805,9621.799805,156463700
2019-12-19,9622.599609,9635.400391,9567.400391,9617.200195,9617.200195,165383700
2019-12-20,9620.400391,9675.500000,9605.799805,9675.500000,9675.500000,366705600
2019-12-23,9650.200195,9670.900391,9639.000000,9659.599609,9659.599609,119328700
2019-12-24,9632.099609,9661.799805,9607.799805,9661.799805,9661.799805,35436200
2019-12-25,null,null,null,null,null,null
2019-12-27,9673.000000,9700.500000,9657.500000,9700.500000,9700.500000,103106600
2019-12-30,9672.500000,9682.099609,9612.599609,9612.599609,9612.599609,95100900
2019-12-31,9564.900391,9564.900391,9518.500000,9549.200195,9549.200195,62697500
2020-01-02,9639.099609,9705.400391,9615.099609,9691.200195,9691.200195,142379600
2020-01-03,9631.200195,9650.700195,9581.200195,9646.599609,9646.599609,135130000
2020-01-06,9585.400391,9618.200195,9492.700195,9600.900391,9600.900391,103520400
2020-01-07,9623.099609,9657.900391,9557.900391,9579.799805,9579.799805,133476100
2020-01-08,9535.099609,9604.299805,9520.299805,9591.400391,9591.400391,133957600
2020-01-09,9629.200195,9644.799805,9573.799805,9581.799805,9581.799805,151793500
2020-01-10,9611.299805,9623.599609,9557.900391,9573.599609,9573.599609,132894500
2020-01-13,9586.599609,9586.599609,9507.400391,9543.900391,9543.900391,124149000
2020-01-14,9548.099609,9548.400391,9466.000000,9528.299805,9528.299805,143774600
2020-01-15,9521.200195,9530.200195,9475.000000,9511.700195,9511.700195,161995000
2020-01-16,9516.700195,9579.500000,9481.599609,9572.500000,9572.500000,133841500
2020-01-17,9616.099609,9709.900391,9611.299805,9681.299805,9681.299805,159823200
2020-01-20,9676.599609,9680.900391,9623.099609,9658.799805,9658.799805,99959200
2020-01-21,9593.400391,9620.700195,9550.000000,9611.299805,9611.299805,126448800
2020-01-22,9622.000000,9632.799805,9557.000000,9573.700195,9573.700195,134567800
2020-01-23,9549.400391,9604.700195,9499.299805,9518.500000,9518.500000,169141000
2020-01-24,9576.799805,9639.900391,9552.500000,9562.000000,9562.000000,154731100
2020-01-27,9447.099609,9482.799805,9357.799805,9366.299805,9366.299805,164515500
2020-01-28,9401.799805,9488.000000,9363.799805,9484.200195,9484.200195,154919400
2020-01-29,9532.700195,9574.299805,9510.700195,9546.700195,9546.700195,187145800
2020-01-30,9460.799805,9528.400391,9439.299805,9477.900391,9477.900391,164094200
2020-01-31,9519.299805,9545.099609,9365.099609,9367.900391,9367.900391,303553700
2020-02-03,9404.400391,9431.599609,9361.500000,9404.700195,9404.700195,168665700
2020-02-04,9465.900391,9577.299805,9462.400391,9562.900391,9562.900391,174133900
2020-02-05,9553.400391,9721.900391,9540.200195,9717.799805,9717.799805,221922900
2020-02-06,9767.099609,9816.200195,9757.000000,9811.299805,9811.299805,248416700
2020-02-07,9789.299805,9816.200195,9761.799805,9811.000000,9811.000000,179586900
2020-02-10,9790.599609,9820.400391,9773.500000,9816.000000,9816.000000,132132500
2020-02-11,9863.400391,9884.000000,9817.799805,9882.599609,9882.599609,167628300
2020-02-12,9897.900391,9946.599609,9888.599609,9940.400391,9940.400391,199830200
2020-02-13,9893.900391,9910.099609,9794.299805,9909.799805,9909.799805,161753500
2020-02-14,9910.900391,9969.700195,9905.200195,9956.799805,9956.799805,127061800
2020-02-17,9979.200195,10022.200195,9955.200195,10022.200195,10022.200195,105784200
2020-02-18,9977.400391,10041.500000,9967.799805,10005.799805,10005.799805,184042000
2020-02-19,10042.000000,10100.200195,10020.700195,10083.599609,10083.599609,151866100
2020-02-20,10048.700195,10050.299805,9931.000000,9931.000000,9931.000000,178849000
2020-02-21,9893.000000,9946.400391,9843.500000,9886.200195,9886.200195,194954500
2020-02-24,9649.799805,9676.799805,9459.599609,9483.500000,9483.500000,256063800
2020-02-25,9507.000000,9518.900391,9248.000000,9250.799805,9250.799805,263346200
2020-02-26,9213.000000,9362.799805,9030.700195,9316.799805,9316.799805,299256300
2020-02-27,9182.200195,9204.400391,8877.400391,8985.900391,8985.900391,341792600
2020-02-28,8748.099609,8818.599609,8582.700195,8723.200195,8723.200195,497983900
2020-03-02,8910.200195,8913.500000,8541.099609,8741.500000,8741.500000,355485000
2020-03-03,8860.200195,9014.299805,8776.400391,8811.599609,8811.599609,351219900
2020-03-04,8827.799805,8963.700195,8745.900391,8910.000000,8910.000000,321258300
2020-03-05,8960.799805,8962.500000,8639.900391,8683.000000,8683.000000,342803500
2020-03-06,8532.599609,8542.000000,8310.400391,8375.599609,8375.599609,345901100
2020-03-09,7884.000000,8022.899902,7621.399902,7708.700195,7708.700195,598769200
2020-03-10,7815.600098,8007.700195,7440.600098,7461.500000,7461.500000,506034000
2020-03-11,7589.299805,7717.100098,7364.600098,7436.399902,7436.399902,369150100
2020-03-12,7040.799805,7077.700195,6347.000000,6390.899902,6390.899902,723609100
2020-03-13,6763.700195,7140.500000,6468.299805,6629.600098,6629.600098,473165800
2020-03-16,6331.000000,6362.500000,5814.500000,6107.200195,6107.200195,583614700
